,Messages,Time Stamp,Spam
479,"Is there any Dividend declared? NSE, Moneycontrol and ET shows Interim dividend as 0/-",14-01-2022 13.45,
480,HCL Tech will cross Rs.1377 from where it corrected and will head to Rs.1500 after Q3 results today as it will beat street estimates. Buy HCL Tech now before it zooms on Monday.,14-01-2022 13.35,
481,Hcl tech results will beat market expectations promoters are not fool to buy at 1283. just just buy.,14-01-2022 13.29,
482,see the magic of HCL Tech pre-results....will move fast forward after results.........,14-01-2022 13.23,
483,Guys ..sell HCL tech now..it is all set to slide down ahead of results.,14-01-2022 13.19,
484,Dont buy its a trap guys only a short covering no strength in the stock,14-01-2022 13.15,
485,Amazing results today HCL TECh ON FIRE ,14-01-2022 13.13,
486,Covid surge in EU and US is affecting onsite contracts and costs are increasing. Margins will be flat to negative. Sell HCL tech and wait for correction on Monday.,14-01-2022 13.08,
487,stock will crash on announcement of results like every other IT company.,14-01-2022 13.05,
488,Buy HCL Tech as Q3 results today will beat street estimates and also enjoy the interim dividend to be declared today.HCL Tech will head to Rs.1500 after the results.,14-01-2022 12.50,
489,everyone is just guessing.......no one knows the actual results..........just wait,14-01-2022 11.14,
490,"If the results are going to be bad, how thw company has planned one more interim dividend (4th Interim) for 2021-22. The will be good and you can see the market action before end of trading and on Monday.",14-01-2022 11.13,
491,As per Company announcement available in BSE website it will be after market nours.,14-01-2022 11.10,
492,buy hcl tech soon 1304 it will blast today 1400,14-01-2022 11.08,
493,just wait for sometime and see the magic of HCL Tech.........,14-01-2022 11.02,
494,result is in market hour or after? any body knows?,14-01-2022 10.56,
495,Looks like the story is going to be the same. Before Q2 results also many ppl were creating hype about good results & it disappointed. Then also ppl were talking about HCL being cheap to peers & touching new highs. Same story being repeated...&nbsp,14-01-2022 10.36,
496,"DONT sell a single share of hcl technology, recently company bought 4.5 millions of it own shares 1283.3. it shows that confidence of the company performance. All other IT companies showed stellar results too... MIND TREE results were also ...&nbsp",14-01-2022 10.18,
497,after Wipro and mindtree ab hcl investors ki gaaa fatti PADI hogi...lol...hahah but no need to worry it will hit new highs this year..,14-01-2022 10.24,
498,very good share to buy at these levels. would be above 1400 on Monday. SL 1285,14-01-2022 10.22,
499,"HCL Tech Q3: Analysts see up to 6% QoQ growth in profit margins may expand IT giant HCL Technologies is expected to report strong December quarter (Q3FY22) numbers on a sequential basis, thus reversing its trend of the previous three quarte...&nbsp",14-01-2022 1.42,
500,tomorrows will touch 1400. results will be good.,14-01-2022 1.02,
501,no they will come after 4 evening only... min 10 words,14-01-2022 0.46,
502,Will the results come during market hours ?,14-01-2022 0.12,
503,HCL TECH MULTIBAGGER STOCK KEEP ACCUMULATE AT EVERY DIP FOR LONG TURM INVESTMENT...,13-01-2022 22.57,
504,Its kind of worrying to see why axis securities and Anand Rathi both are saying that the profit of hcl will fall 20 percent?? How come its possible when other brokerage firms clearly reported before they are estimating 6 percent growth qnq....&nbsp,13-01-2022 21.39,
505,Some issue is there between employees and management regarding Bonus will trigger attrition heavily Thats why fall today and tomorrow also This will fall Becoz after stellar nos Even Infy and buyback TCS not performed so its simple HCL disa...&nbsp,13-01-2022 21.06,
506,Best time for investment in pharma more detls. DONT MISS THIS TIME.. Queen of future,13-01-2022 20.49,
507,"Results will be declared post market close, usually after 4pm. Per ET, though there is a profit seen but expected profit is going to be down by 20%. Stock may fall further tomorrowunexpected from a company like HCL if it happens",13-01-2022 20.35,
508,"Overly valued in IT companies, let the results justify. Dont make hurry in buying now.",13-01-2022 20.30,
509,always behave like this before results,13-01-2022 15.23,
510,price artificially being kept down. should open 2% up tomorrow and on Monday 1400 dont panic. best stock in IT,13-01-2022 15.15,
511,Currently trading at lower price due to industry dynamics. But the stock has a long term upside potential for more info v.gd/GjmAyK,13-01-2022 13.45,
512,Quarterly result will start soon to get the latest updates more info v.gd/GjmAyK,13-01-2022 13.40,
513,Tomorrow be ready all operator for strong upper circuit be ready for retailer buying opportunity........bnfs.at/891c,13-01-2022 13.35,
514,The zeel of trading comes with Red color in our portfolio to make it Green & Positive results Come ....bnfs.at/891c,13-01-2022 13.34,
515,"high attrition bagging down all IT stocks and eventually it will brag on margins, even if growth is picked up but human resource is vital in it projects.. tomorrow if hcl disappoints then it would be disaster for the stock and it is highly ...&nbsp",13-01-2022 13.16,
516,HCL Tech is heading to RS.1500 and tomorrow HCL Tech will zoom after Q3 results so buy as HCL Tech is heading to Rs.1500.,13-01-2022 12.18,
517,Q3 results tomorrow 14th Jan will be spectacular and will beat street estimates. Buy HCL Tech now as it will zoom after the results. The target of Rs.1700 holds.,13-01-2022 12.17,
518,Currently trading at lower price due to industry dynamics. But the stock has a long term upside potential for more info v.gd/GjmAyK,13-01-2022 11.10,
519,it is generally a sound decision to go ahead and close the position even if the target is not achieved.,12-01-2022 13.51,
520,Buy HCL Tech now before it zooms on 14th Jan which is 2 days from now. HCL Tech is heading to Rs.1500.,12-01-2022 13.41,
521,Any dip can be taken as a fresh buying opportunity. The upside rally can take the share price so high in coming quarters for more info v.gd/GjmAyK,12-01-2022 12.13,
522,Buy HCL Tech now as day after tomorrow 14th Jan after the Q3 results HCL Tech will zoom to Rs.1450 - Rs.1500 levels due to outstanding results that will beat street estimates.Also the interim dividend of over Rs.10.,12-01-2022 11.53,
523,Momentum in this script with good moving average keep in watch list for more info v.gd/GjmAyK,12-01-2022 11.50,
524,or wait isnt buyback is now taxed isnt it its no longer profitable for buybacks,12-01-2022 11.47,
525,they may announce a buyback or bonus i hope its time they did,12-01-2022 11.46,
526,Unlikely scenario analysis developed strong analytical skills developed strong. How? ..........bnfs.at/891c,12-01-2022 11.29,
527,Fundamentally strong stock add at every dips for long term for more... bnfs.at/891c,12-01-2022 11.29,
528,Iron ore and copper prices at all time high. Hindcopper and nmdc going to present awesome results.,12-01-2022 11.12,
529,"the multi-timeframe analysis suggests that this stock can witness a brief consolidation for the next two-three sessions, which will be followed by the next leg up.",11-01-2022 21.00,
530,Sound working capital management and controlled capex led consol net debt to decline,11-01-2022 20.49,
531,...it stocks good to hold .....today v hv given Buy Banknifty ce 38200 at .......266 for Trgt of 340 ... 266 to 330 in 5 mins........ target hit .................................joinme on..... tlgrmm.....at...... RMWEALTH for... prftbl clls...&nbsp,11-01-2022 20.47,
532,Be caution while creating fresh position in CE/PE coz technical view & data view is saying something different For AnyTips OrHelp wtzp... 73OO7 :311 :44,11-01-2022 20.45,
533,"Post a base Triangle breakout in mid-July, the stock resumed the larger uptrend. For the week gone by, it has formed a bullish outside bar pattern on the weekly chart, which reinforces the uptrend",11-01-2022 20.38,
534,its giving a inverted head and shoulder breakout where the target comes at 1600. hope results are good,11-01-2022 20.00,
535,Bajaj finserve positional above 17500 support 16250 target 21000 For AnyTips OrHelp wtzp... 73OO7 :311 :44,11-01-2022 19.59,
536,HCL technologies is a good potofolio stock and gmexcellent trading bet as well. Keep adding in every dip. tellerargram sanfinstocks. We have been giving money multiplying calls. we care for your money and profits.,11-01-2022 19.56,
537,Fundamentally strong stock add at every dips for long term,11-01-2022 19.09,
538,Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cos........... bnfs.at/891c,11-01-2022 18.57,
539,"BUY BUY Can go up very quickly from these levels, watch it8269379439",11-01-2022 15.16,
540,Looking week From.here so wait for dip and buy more. for more live market updatez tipxz wtzpp on 84454:92O56,11-01-2022 15.16,
541,Stock Market latest news for more info v.gd/GjmAyK,11-01-2022 15.15,
542,"Just watch out for Rs 1377 level. If it breaks, HCL Tech will move toward 1500 in next two quarters.",11-01-2022 15.14,
543,Huge correction done in good fundamentally strong stocks buy in every dips for investment for more info v.gd/GjmAyK,11-01-2022 15.06,
544,HCL Tech is the best large IT stock to buy as it is at very attractive valuations and will head to Rs.1500 after Q3 results in 3 days on 14th Jan 2022.,11-01-2022 15.04,
545,Be caution while creating fresh position in CE/PE coz technical view & data view is saying something different For AnyTips OrHelp wtzp... 73OO7 :311 :44,11-01-2022 14.55,
546,Huge correction done in good fundamentally strong stocks buy in every dips for investment for more info v.gd/GjmAyK,11-01-2022 14.53,
547,Positive movement expected due to high delivery percentage accumulate for more info v.gd/GjmAyK,11-01-2022 14.50,
548,chances of consideration of bonus this year soon buy buy before declartion minimum 10 words,11-01-2022 14.31,
549,Stock Market latest news for more info v.gd/GjmAyK,11-01-2022 12.11,
550,"dont suffer more losses, If you are interested in earning big from the market and recovery of your big losses together on profit sharing basis then wtzp 702.15.37.682",11-01-2022 12.07,
551,Friends if you are genuinely interested to work together and grow mutually then dont gamble anymore lets work to grow together on profit sharing basis Wtzp .70.215.37.682,11-01-2022 12.07,
552,"profits and losses are a part of the market and we cannot escape it we have to accept it gracefully and learn to capture the best out of it, if you are interested to work together on profit share then Wtzp. 702.153.76.82",11-01-2022 12.07,
553,HCL Tech will also declare an interim dividend this time higher than Rs.10 on 14th Jan in Q3 results which will be spectacular and then see the stock zoom.,11-01-2022 12.02,
554,HCL Tech QoQ growth will deliver around 4.5% growth in constant currency and TCS growth at 2.6% while Infosys growth at 3.7%. Buy HCL Tech now before Q3 results on 14th Jan before it zooms to Rs.1500.,11-01-2022 11.59,
555,BUY HCL TECH ONLY ABOVE 1342 CASH LEVELS. Thanks!,11-01-2022 11.52,
556,HCL suggested on 5-Jan for a target of 1430 and than 1540.,11-01-2022 11.47,
557,Buy HCL Tech as it is at very attractive valuations in comparison with TCS and Infosys and Q3 results on 14th Jan will beat street estimates and HCL Tech is heading to Rs.1500.,11-01-2022 11.42,
558,buy hcl tech 1329 target 1439 1472 1550 1800,11-01-2022 11.14,
559,Buy HCL Tech as Q3 results on 14th Jan will be outstanding and will beat street estimates and HCL Tech will zoom after the results. The target of Rs.1700 holds.,11-01-2022 9.36,
560,Hcl tech look good fresh buy near 1290 for 1400 trgt more info Chek detls tlee-gram neha0103,10-01-2022 18.51,
561,Momentum in this script with good moving average keep in watch list for more info v.gd/GjmAyK,11-01-2022 7.59,
562,both target hit profit booking may start now..long term players may hold or try to reenter at lower levels.,10-01-2022 19.15,
563,"Sbi life insurence at dip 1173 and target will 1200/1230 , For AnyTips OrHelp wtzp... 73OO7 :311 :44",10-01-2022 18.34,
564,"dr reddy cmp 4593 looking good for 4700/5000 , For AnyTips OrHelp wtzp... 73OO7 :311 :44",10-01-2022 17.58,
565,Guys Tech sell off is going on in US Yaar How come IT cos will perform even after good result Stay Away and go with budget linked thems,10-01-2022 17.37,
566,1350 levels will be seen in 2 days and 1400 par results. Enough correction and manipulation in it already done by operators to pick stocks at lower levels. Hcl already expected one of the best results ever so they will make this rocket. Jus...&nbsp,10-01-2022 17.34,
567,Will see more downtrend in upcoming session so be ready for come out from stock...,10-01-2022 16.47,
568,Quartly result on 14/1/22 on Thursday........,10-01-2022 15.50,
569,shift taking place to this stock. 1320 expected by tomorrow,10-01-2022 12.11,
570,2k22 has been so Unprecedented for Long term most likely to confirm acceptance change the game.......bnfs.at/891c,10-01-2022 11.24,
571,Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cos ..bnfs.at/891c,10-01-2022 11.22,
572,The daily price action has formed a small bearish candle should consider Reliance cautiously to know exact target point for more info v.gd/GjmAyK,10-01-2022 9.08,
573,"Remember corrections in market are temporary, growth is permanent use dips as buying opportunity for more info v.gd/GjmAyK",10-01-2022 7.16,
574,Lets make phenomenal gains together on high conviction opportunities and grow big together.,10-01-2022 7.11,
575,Friends if you are genuinely interested to work together and grow mutually then dont gamble anymore lets work to grow together on profit sharing basis Wtzp .70.215.37.682,10-01-2022 1.51,
576,"profits and losses are a part of the market and we cannot escape it we have to accept it gracefully and learn to capture the best out of it, if you are interested to work together on profit share then Wtzp. 702.153.76.82",10-01-2022 1.51,
577,lets make green together and recover your losses wtzp .70.215.37.682 for sharing basis,10-01-2022 1.51,
578,"market are all about correct patient trades and Mindset, if you are genuinely interested in growth together on profit sharing then wtzp .702.15.37.682",10-01-2022 1.50,
579,The daily price action has formed a small bearish candle should consider Reliance cautiously to know exact target point for more info v.gd/GjmAyK,08-01-2022 12.33,
580,PMC fincrop next multibigger stock target RS.10 plus March 2022 buy and hold once again RS.100 plus next 2 years bnfs.at/891c,08-01-2022 12.19,
581,Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cos ..bnfs.at/891c,08-01-2022 12.19,
582,"Buyback decision of Tcs, may help opening of IT STOCKS in Green Zone, on Monday. Buy Zensar and Mastek for returns Like Kpit. Both are strong mIdcap IT FIRMS.",08-01-2022 10.41,
583,Fundamentally this stock is sound. But need 3 other factors also. Check here searrcchh on Tellleegrram. AlgoSignal2021 v.gd/yRTyXG,08-01-2022 7.32,
584,Big block deals happening everyday in so many stocks. Who all are buying. Check here searrcchh on Tellleegrram. AlgoSignal2021 v.gd/yRTyXG,08-01-2022 7.31,
585,Next Week target for HCL TECH is minimum of Rs 1400/- before results on 14-01-2022.,08-01-2022 7.00,
586,"dear experts, anyone is having any idea about hcl tech buyback...??",07-01-2022 21.46,
587,this year good profits seems bonus will declare in some times enjoy ride keep buying,07-01-2022 18.58,
588,As per technical chart the share will fall to 1100. HCL has been a trend to fall double digit and rise single digit. Media marketing and hype they usually create but from past 3months its at the same price range. during Covid also it didnt ...&nbsp,07-01-2022 15.29,
589,"Net Sales are expected to increase by 4.2 percent Q-o-Q (up 11.5 percent Y-o-Y) to Rs. 21,529.4 crore, according to ICICI Direct. This would be the best performer amongst large IT companies in comparison to TCS and Infosys. HCL Tech will zo...&nbsp",07-01-2022 11.29,
590,TODAY IT SECTOR SHOWING STRONG FUNDAMENTAL KEEP TGT AROUND 1300 - 1350,07-01-2022 10.10,
591,today IT SECTOR SHOWING STRONG FUNDAMENTAL KEEP TGT AROUND 1300 - 1350,07-01-2022 10.09,
592,Q3 results on 14th Jan will beat street estimates and HCL Tech results will be the best amongst the large IT companies hence will soar after the results so buy now for a target of Rs.1700.,07-01-2022 9.53,
593,Buy HCL Tech as it corrected from Rs.1377 due to panic selling and will bounce back as investors are buying HCL Tech as it is at very attractive valuations and has a lot of catching up with TCS and Infosys so is heading to Rs.1500.,07-01-2022 9.44,
594,Buy HCL Tech asit will bounce back to Rs.1377 from where it corrected and head to Rs1500. And Q3 results on 14th Jan will be outstanding and also will declare an interim dividend.,07-01-2022 9.13,
595,"HCL Tech complete the acquisition of 51% stake in German IT Consulting Company, Gesellsehaft fur Banksysteme Gmbh ( GBS). Another feather in the cap of HCL Tech.Buy HCL Tech as it will cross Rs.1377 soon and head to RS.1500.",07-01-2022 9.11,
596,"I agree, in fact I am expecting 1400 before 14th Jan.",07-01-2022 8.43,
597,Hcl tech has reduced debt.this company one of the good fundamental stock in it sector & techinaclly also keep hold,06-01-2022 23.52,
598,HCL Tech completes acquisition of 51 pc stake in Gesellschaft fur Banksysteme tomorrow hcltech will boom..buy in opening,06-01-2022 22.31,
599,Volume is nothing but the number of times a company s stock is traded at a particular time,06-01-2022 13.42,
600,told yesterday that nasd6is down and hcl will touch 1280. it happens on this words. We can start now buying Zensar Technology instead of Hcl Tech.,06-01-2022 11.53,
601,Have an opinion on this news? Post your comment here.,06-01-2022 11.30,
602,Have an opinion on this news? Post your comment here.,06-01-2022 11.29,
603,This stock has no future as per chart its week and this company seems in big trouble internally. All operator game it rise single digit and fall double digit. worst stock.,06-01-2022 11.26,
604,seriously... what a joke .......................,06-01-2022 11.20,
605,do not listen to these people on forum..they always misguide people..exit from this share now ..this share has no future mark my words.........dont rely on tips,06-01-2022 11.09,
606,Momentum in this script with good moving average keep in watch list for more info v.gd/GjmAyK,06-01-2022 10.59,
607,Short Term Call : Buy HCL Tech between 1270-80 Target 1450,06-01-2022 10.39,
608,Siri Stock Market World: Short Term Call : Buy HCL Tech at 1280-90 Target 1450,06-01-2022 10.13,
609,Agian Nasdaq is down 130 points. IT stocks Adr are down. Expect Rs. 1280/ tomorrow.,05-01-2022 21.34,
610,"Sun pharma looking good 757 and wxpect tgt 790/800 , For AnyTips OrHelp wtzp... 73OO7 :311 :44",05-01-2022 18.53,
611,"Sun pharma looking good 757 and wxpect tgt 790/800 , For AnyTips OrHelp wtzp... 73OO7 :311 :44",05-01-2022 17.57,
612,Buy HCL Tech. 1st Target is 1430. If rally continues then 2nd Target is 1540.,05-01-2022 17.55,
613,"Sun pharma looking good 757 and wxpect tgt 790/800 , For AnyTips OrHelp wtzp... 73OO7 :311 :44",05-01-2022 17.24,
614,This Stock is looking week after some points So Ready for Reset Your Previous Positions & Add More for More updates and Live markett tippxz wtzppp on 84454: 92O56,05-01-2022 15.38,
615,Momentum in this script with good moving average keep in watch list for more info v.gd/GjmAyK,05-01-2022 14.48,
616,Currently trading at lower price due to industry dynamics. But the stock has a long term upside potential for more info v.gd/GjmAyK,05-01-2022 14.40,
617,Best time for investment in pharma more detls. DONT MISS THIS TIME.. Queen of future,05-01-2022 13.40,
618,"Excellent time to buy HCL Tech , we may see 1500 by the end of the year. Every dip is buying opportunity",05-01-2022 13.39,
619,"If you want to build massive wealth from the market, invest for the long term.",04-01-2022 21.46,
620,if yu put money in loss making company do not expect yourself to make profits,04-01-2022 19.07,
621,"Golden Rule - Investment in stocks is like driving a car. Once you master the subject, it becomes easier to reach the destination.",04-01-2022 19.07,
622,"BUY HCL TECH 1283 SL 1271 TARGET 1295/1305, TELLEGRAAM - GLOBTRAD",28-12-2021 18.01,
623,YES HCL TECH is a marvellous stock would reach Rs 1420 shortly BUY /HOLD,04-01-2022 18.40,
624,"Buy HCL Technologies, target price Rs 1420: Emkay Global",04-01-2022 16.02,
625,"Buy upl cmp 711 and above target 750/800 soon , forAnyTips OrHelp wtzp... 73OO : 7311 44",04-01-2022 15.59,
626,HCL Tech will break out tomorrow and cross Rs.1377 and then will head to Rs.1500 so buy HCL Tech now as it is highly under valued at current market price.,04-01-2022 15.27,
627,tomorrow be ready to do darshan of 1350 and new lifetime high by Friday. very soon it will outperform like tcs which is outperforming other it stocks from past 2 days,04-01-2022 15.26,
628,This week will be the make or break for this stock .,04-01-2022 14.48,
629,HCL Tech is the most under valued IT large cap stock compared to TCS and Infosys by 40%. HCL Tech is a steal at current levels and has huge upside to catch up with valuations of TCS and Infosys. Buy HCL Tech for a target of Rs.1700.,04-01-2022 12.47,
630,Buy HCL Tech as it at very attractive valuations and will cross Rs.1377 and head to Rs.1500. Buy HCL Tech for a target of Rs.1700.,04-01-2022 12.41,
631,Buy HCL Tech in this dip as it will cross Rs.1377 from where it corrected and then head to Rs.1500.,04-01-2022 12.31,
632,Buy HCL Tech. 1st Target 1430. If rally continues then 2nd Target 1540.,04-01-2022 11.31,
633,The impact of Demand and supply creating ruckus in buying sector to know the target and SL for more info v.gd/GjmAyK,04-01-2022 11.17,
634,BUY HCL TACH 1316 SELL AT 1260 TRG CAN BE 1466 TMPUJA,04-01-2022 11.14,
635,It will break at 2.30 and closing will be above 1325 to 1330. Buy for good returns. Happy Trading,04-01-2022 10.35,
636,its a perfect gifting stock for your loved ones at this price.. Queen of future,04-01-2022 10.33,
637,"Indication a strong price strength, Check RSI. for more info v.gd/GjmAyK",04-01-2022 7.54,
638,"indian economy is on fast strong booster, dont miss to invest..",04-01-2022 7.16,
639,HCL TECH BUY IT AT 1317 TGT 1380 SL 1300 MORE TEPPS AT MGSTOCKSORIGINAL ON TELEEGRRAM,30-12-2021 23.10,
640,BUY HCL TECH CAN BUY AT 1265 TGT 1280 SL 1230 MORE TEPPS AT MGSTOCKSORIGINAL ON TELEEGRRAM,27-12-2021 6.27,
641,some Unauthorized News is coming from another forums.,03-01-2022 15.54,
642,Fundamentally strong stock add at every dips for long term for more... Queen of future,03-01-2022 15.07,
643,Q2 results next week on 14th Jan will be outstanding and will beat street estimates. Also the interim dividend will be higher than Rs.10 this time. Buy HCL Tech for a target of Rs.1700.,03-01-2022 13.30,
644,buy hcl tech only sustain above 1338 .above 1338 target open 1394 1472 1558,03-01-2022 13.04,
645,tomorrow will be an interesting make or break day for many stocks.,03-01-2022 12.51,
646,IT SECTOR HAVING GOOD STRENGHT TODAY SHOULD MAKE A BUY CALL KEEP TGT 1340 - 1350,03-01-2022 12.51,
647,HCL SECTOR HAVING STRENGTH TODAY KEEP TGT AROUND 1340 - 1350,03-01-2022 12.50,
648,buy HCL technologies for next target of soon,03-01-2022 12.25,
649,After crossing Rs.1377 form where HCL Tech corrected due to panic selling HCL Tech will head to Rs.1500. Buy HCL Tech for a target of Rs.1700.,03-01-2022 9.33,
650,Q3 results on 14th Jan will beat street estimates and the interim dividend will be welcome by shareholders which should be higher than Rs.10 per share. Buy HCL Tech as it is heading to Rs.1500.,03-01-2022 9.27,
651,Investors are accumulating HCL Tech as it is at very attractive valuations and is heading to Rs.1500. Buy HCL Tech for a target of Rs.1700 as it has a lot of catching up with TCS and Infosys.,03-01-2022 9.22,
652,BUY HCL TECH CMP 1285 TARGET 1295/1300 Tellegraam-PUJATIPS,28-12-2021 13.27,
653,I HAVE SURESHOT CALL FOR INTRADAY AND HOLDING,03-01-2022 7.11,
654,Buy hcl tech 1319 target 1394 1472 1550 1800,03-01-2022 6.11,
655,Quarterly result will start soon to get the latest updates more info v.gd/GjmAyK,02-01-2022 21.11,
656,tomorrow will be an interesting make or break day for many stocks.,31-12-2021 7.22,
657,do not Buy for long term Now wait for few moments and Dip with right levels,30-12-2021 7.23,
658,since years hcl and tech Mahendra are running almost parallel. so hcl will definitely touch 1700,01-01-2022 20.28,
659,Momentum in this script with good moving average keep in watch list for more info v.gd/GjmAyK,01-01-2022 10.38,
660,Low Interest rates and system liquidity will be a reason for bullish in upcoming trading sessions. To know when exactly to trade for more info v.gd/GjmAyK,01-01-2022 10.18,
661,For some it might be fundamentally strong but a pro trader should understand the impact of FII and DII too. for more info v.gd/GjmAyK,31-12-2021 14.16,
662,world investor has been paid to promote HCL lol every second message buy buy ??,31-12-2021 14.12,
663,Great opportunity to buy and own HCL Tech at current levels before HCL Tech zooms to Rs.1450 in a few trading sessions as huge buying interest by investors.Buy HCL Tech for a target of Rs.1700.,31-12-2021 13.47,
664,HCL TECH IS THE BEST IT STOCK VALUE WISE AND EARNINGS GROWTH WITH ROBUST FUNDAMENTALS AND CLEAN MANAGEMENT WHO RECENTLY BOUGHT 45 LAKH SHARES AT MARKET PRICE A WEEK AGO. BUY HCL TECH FOR A TARGET OF RS.1700. - WORLD INVESTOR,31-12-2021 12.54,
665,HCL Tech corrected from Rs.1377 due to panic selling in the market. After bouncing back to Rs.1377 in a few trading sessions HCL Tech will break ot and head to Rs.1500. Buy HCL Tech for a target of Rs.1700 as it is cheaper than TCS and Info...&nbsp,31-12-2021 12.26,
666,"So far Half Yearly revenues at over Rs.40,700 cr and Net profit at nearly Rs.6500 cr hss been the highest ever by HCL Tech. Q3 results will clock in the highest ever revenues and net profits which will add to the already huge revenues and n...&nbsp",31-12-2021 12.22,
667,Buy HCL Tech now before it zooms as HCL Tech is at very attractive valuations and investors are accumulating HCL Tech as there is huge upside from current levels. The target of RS.1700 holds.,31-12-2021 12.06,
668,Fundamentally strong stock add at every dips for long term for more... Queen of future,31-12-2021 11.24,
669,Golden chance given to add in red today. By Tuesday it will surely go 1350 and 1450 par results if good results are posted,31-12-2021 9.48,
670,Quarter results on 14th Jan will beat street estimates an interim dividend will take the share to RS.1500 so buy HCL Tech now for a target of Rs.1700.,31-12-2021 9.43,
671,"HCL America Inc., a wholly owned step-down subsidiary of the Company has acquired the balance 19.6% stake in HCL Technologies SEP Holdings Inc., the sole parent entity of the operating company, Actian Corporation. The necessary disclosure i...&nbsp",31-12-2021 9.37,
672,Some very good news about a global acquisition by HCL Tech will be shared by the media soon and HCL Tech will zoom to Rs.1400. Buy HCL Tech now as it is heading to Rs.1500.,31-12-2021 9.33,
673,Buy HCL Tech as it will cross Rs.1377 soon and then head to Rs.1500. Buy HCL Tech for a target of Rs.1700.,31-12-2021 9.17,
674,buy hcl 1317 target 1394 1515 1800 soon,31-12-2021 8.40,
675,"The recent stock observation, coupled with the fact that it has hit the crucial levels, suggests that it can witness a brief consolidation.",31-12-2021 7.44,
676,HCLTECH GOOD FUNDMENTAL AHEAD OF QTARLY RESULT KEEP ACCULATE EVERY DIPS..,30-12-2021 23.20,
677,Bhosdike irrelevant gyan mat post karo forum me ...,30-12-2021 21.36,
678,Investing is not an easy mind game ....it requires patience to feel the power of stock market..... bnfs.at/891c,30-12-2021 21.09,
679,Investing is not an easy mind game ....it requires patience to feel the power of stock market..... Queen of future,30-12-2021 14.47,
680,Market always gives superb return to long term holders so fill ur portfolio with long term stocks.. Queen of future,30-12-2021 14.47,
681,Best time for investment in pharma more detls. DONT MISS THIS TIME.. Queen of future,30-12-2021 14.47,
682,Tomorrow it must cross 1350 and before results by the 14th January 2022 it should reach 1450/- More growth after the results.,30-12-2021 14.14,
683,"Selling now is useless , pandemic and catching up both positives .",30-12-2021 13.24,
684,"we desist from taking any kind of top-down call. We think that macros are something that we really cannot forecast, and we believe that it is more like a coin flip -- sometimes right, sometimes wrong",30-12-2021 12.59,
685,Strong share HCL hold for your child for good appreciation 3000/- by Dec 22.,30-12-2021 12.46,
686,HCL Tech will cross Rs.1377 and break out to RS.1450 levels soon. Buy HCL Tech for a target of Rs.1700.,30-12-2021 12.43,
687,now enjoy the freefall in it stocks,30-12-2021 12.38,
688,"enjoy your losses. sl hit hahahah gambler. of all the overvalued mid cap it stocks you chose to short a stock with pe ratio of 29, extremely undervalued large cap it company? some gamblers will never fail to surprise me",30-12-2021 12.28,
689,market will go to deep red today,30-12-2021 11.20,
690,Average delivery of 54 percent is no joke that too when its traded heavily. Delivery percentage with rising volume indicates this is going 1400 surely in next 15 days and if good results will be posted 1500 should be easy to achieve as it i...&nbsp,30-12-2021 11.16,
691,book profits. huge reversal anytime,30-12-2021 11.14,
692,INTRADAY HCL TECH BUY CALL FULL TAR GET DONE ......9584584181,30-12-2021 10.59,
693,Hahahah kiwi is a shorter and suffering huge losses. Keep buying folks so gamblers suffer more losses. 1400 before results and 1500 after results,30-12-2021 10.40,
694,Will go down below 1290 book profit for intraday,30-12-2021 10.32,
695,Big fall accepted from here in market. by next Banknifty 34800PE next week expiry.,30-12-2021 10.07,
696,HCLTECH GOOD NEWS NEW ACCUSITION 19.6% BUYING 2 LACS IT WILL GO HIGH TODAY,30-12-2021 9.46,
697,HCLTECH GOOD NEWS NEW ACCUSITION 19.6% BUYING 2 LACS IT WILL GO HIGH TODAY,30-12-2021 9.45,
698,sell for intraday target of 1275,30-12-2021 9.36,
699,Hcl tech has reduced debt.this company one of the good fundamental stock in it sector & techinaclly also keep hold for long turm..,29-12-2021 22.17,
700,HCL TECH SHOWING GOOD INDICATORS KEEP TGT 1300 - 1350,29-12-2021 9.20,
701,speedy recovery is expected from these levels...buy for for huge profit...,29-12-2021 18.10,
702,Bajaj Auto catches speed on planning to set up EV manufacturing facility,29-12-2021 17.15,
703,lets wait for best possibility under 1200 ... by the way 1700 is welcome ...,29-12-2021 15.02,
704,"For starters, they generally advice new traders to refrain from buying and selling stocks when the markets open for the day.",29-12-2021 14.20,
705,Market experts recommend a few basic intraday rules for individuals.,29-12-2021 14.19,
706,"it is important for you to choose the right platform, one that allows for quick decision-making, execution, and charges minimal brokerage",29-12-2021 14.19,
707,Unlikely scenario analysis developed strong analytical skills developed strong. How? ..........bnfs.at/891c,29-12-2021 14.14,
708,The zeel of trading comes with Red color in our portfolio to make it Green & Positive results Come ....bnfs.at/891c,29-12-2021 14.12,
