,Messages,Time Stamp,Spam
237,HCL technology will sustain and starts journey towards 1300.Just buy it.,23-01-2022 16.42,
238,I know that and basically all details of that in depth but have to share few things why it is falling continuously 1) Sometime back one Non profitablegroup in US filed suit for underpaid to Visa employees with heavy nos and may attract heav...&nbsp,23-01-2022 15.51,
239,already i given sell call target almost achived.... now buy time..... long investment buyers will buy at cmp RS......,23-01-2022 9.09,
240,"Stock value is very high I will wait till 1060 rs. , coming days are very black for This stock.",23-01-2022 9.01,
241,"hcl will not stop till 975"" come... just sell & enjoy money rain ",23-01-2022 8.29,
242,Telle grm Profit_Junction: Biocon is little bullish as per indicators in daily chart. Buy only above the next resistance 380 for 400 tgt in 1 week. I give freee intrdy sugggestions in my Tellee grm Profit_Junction,23-01-2022 7.30,
243,if it goes below 1158 on Monday exit it..it will go and reach 1093 levels,22-01-2022 23.45,
244,Buy hcl 1168 target 1273 1550 1808 so buy for long term very good opportunity,22-01-2022 23.18,
245,Quarterly result will start soon to get the latest updates more info v.gd/GjmAyK,22-01-2022 21.58,
246,"Indication a strong price strength, Check RSI. for more info v.gd/GjmAyK",22-01-2022 21.43,
247,To know the stocks details and updates for more info v.gd/GjmAyK,22-01-2022 21.16,
248,Huge correction done in good fundamentally strong stocks buy in every dips for investment for more info v.gd/GjmAyK,22-01-2022 21.09,
249,plz guide ... holding 1270 strike price of any chance of recovery???plz guide under loss of 40k,21-01-2022 23.47,
250,Have patience while investing in the share market and do not sell your stocks too soon for short-term gratification,21-01-2022 21.56,
251,results acha nhi aaya ... CEO ki salary nhi Deni chiye..or na hi md ki.,21-01-2022 21.11,
252,"Very smart recovery from lows of 1155, hope it sustains",21-01-2022 15.29,
253,"Remember corrections in market are temporary, growth is permanent use dips as buying opportunity for more info v.gd/GjmAyK",21-01-2022 14.56,
254,Sell HCL Tech with target of 1150 & Stop loss at 1173...visit goyaltips,21-01-2022 14.33,
255,Exit HCL Tech at current price and re enter around 1135..,21-01-2022 14.05,
256,Friends bola tha na HCL technologies ka management HARRAM KHO..R HAI ,21-01-2022 13.57,
257,Any dip can be taken as a fresh buying opportunity. The upside rally can take the share price so high in coming quarters for more info v.gd/GjmAyK,21-01-2022 12.43,
258,"HCL Technologies (HCL) has been named a Top Employer in 17 countries by Top Employers Institute, a global authority in recognizing excellence in people practices. HCL emerged as a Top Employer, among some of the world s largest and best-kno...&nbsp",21-01-2022 12.13,
259,market recovered today & so chances of this going back 1200 plus in next 10 minutes and 1300 by day end....,21-01-2022 9.38,
260,i think operators are now happy by bringing the stock to good low ...they might now take it in the reverse direction back to 1350 plus ....,21-01-2022 9.22,
261,Jan CE upto 1160 likely to be zero by expiry . The runup from 1150 - 1350 in few weeks all wiped out in just 4 days,21-01-2022 8.43,
262,"looking oversold now, HCL must par 1400 in few days, grab this stock now.",21-01-2022 8.42,
263,Are you also remained confused about when to buy and sell a stock.,21-01-2022 7.16,
264,hopefully today it will recover to 1200rs.,21-01-2022 5.19,
265,again Nasdaq open in green 2% up but closed in 2% down. hcl took all the money which i earned so far.,21-01-2022 3.20,
266,Buy HCLtech sl 1160 target 1210-1220-1250 positionally,21-01-2022 0.58,
267,Hcl tech has reduced debt.this company one of the good fundamental stock in it sector & techinaclly also keep hold..,20-01-2022 23.02,
268,Hcl tech looking to chart Trend complete 61.8% Fibonacci level at 1192. from 1359. now 1170. is important level break and trade below can touch 1165. 1145. 1135. in coming days up side possible up to 1225. 1250.,20-01-2022 21.52,
269,This was to run today but market slashed. Will run tomorrow if market is in green side,20-01-2022 18.52,
270,ITS RIGHT TIME TO ADD IN PORTFOLIO HCLTECH BUY ON EVERY DIP KEEP TGT AROUND 1200 - 1250 - 1300,20-01-2022 18.06,
271,IF HCL BREAKS THE 1085 LEVEL IT WILL BE A BIG TROUBLE.. ATLEAST 300 POINTS CORRECTION WILL COME,20-01-2022 18.04,
272,"The way its margin are dropping q to q and wage bill is increasing without improvement of employee productivity, Hcl is going to see Rs. 925/ its old glory rate.",20-01-2022 17.20,
273,"Don t worry, tomorrow it will close above 1220 and before expiry it will reach 1300",20-01-2022 16.39,
274,Guys I am holding HCL Jan Call of 1260 at Rs 12/-. Today it closed around Rs 3/- I am at huge loss. Any chance of recovery?,20-01-2022 16.08,
275,Buy for sure Loss......It has very good support of 1172 ...dont think it will break in comming future...buy for the target of 1215.,20-01-2022 15.54,
276,No doubt HCLTECH is IT gem. Enter HCLTECH with only cash and sell only after Budget presentation. I myself holding at 1279. Do not fall into TRAP. Avoid BTST since HCLTECH has not bottom out and more & more short is being created by big pla...&nbsp,20-01-2022 13.30,
277,"congratulations. keep adding more whenever you have money. HCL Tech is like TCS - buy and forget. it will grow by 20-25% every year, plus give dividends.",20-01-2022 13.17,
278,Fundamentally strong stock add at every dips for long term for more... Queen of future,20-01-2022 13.13,
279,"for 3.5 cr issue, company with 5000 crs business cannot be put to stand still. HCLT as a company has strong legal team to handled and settle, people make this news to get others in to panic state. HCL is dealing with it effectively. You can...&nbsp",20-01-2022 10.52,
280,"UBS given target of HCLTECH of 925, Now results are good, HCL Provides some services to UBS, Here point to note is that whether UBS is taking revenge or HCL is fraud which only UBS knows......",20-01-2022 10.52,
281,any ideas it will go up today or tomorrow???,20-01-2022 10.03,
282,why it is going down day by day. took my all profit for a year.,20-01-2022 10.03,
283,Hope it will come 1125 levels very soon....,20-01-2022 9.41,
284,all in green except HCl..... dont know what has happened to IT shares...,20-01-2022 9.32,
285,Siri Stock Market World : Short Term : Buy Hcl tech at 1180 Target 1300,20-01-2022 9.32,
286,today market may be surprise everyone exit immediately from short but avoid if nifty cross again 18050-75 then immediately we may see big spike in market in that condition,20-01-2022 9.31,
287,friends have a look on hathway cable and datacom ltd company is almost debt free.,20-01-2022 9.27,
288,"economy only an colony of US no fundamentals or technicals ,Govt. badly fail they 100% give control to FII indian economy,today we will see 17800 levels easily nifty down from 18350 to 17800 in just 2 days thats strength of indian market wi...&nbsp",20-01-2022 9.24,
289,Huge correction done in good fundamentally strong stocks buy in every dips for investment for more info v.gd/GjmAyK,19-01-2022 21.21,
290,"in last 5 session, it down from 1357 to below 1200, so now one can add this in portfolio for tgt 1400 , before q4....",19-01-2022 21.20,
291,Quarterly result will start soon to get the latest updates more info v.gd/GjmAyK,19-01-2022 21.20,
292,Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available bnfs.at/891c,19-01-2022 20.47,
293,The zeel of trading comes with Red color in our portfolio to make it Green & Positive results Come ....bnfs.at/891c,19-01-2022 20.47,
294,remember and think.. this time( NIFTY IT INDEX) is more correction.............. almost down end... next week may be upwards start............,19-01-2022 20.43,
295,Keshav ji you are wrong. You are not entitled to dividend if you buy on 20/10/2022.,19-01-2022 20.41,
296,"From tomorrow ex dividend this share. If you buy tomorrow, then not applicable for dividend.",19-01-2022 20.09,
297,"Rs.10 dividend ka kya karna when you lost rs 110 rs per share, I feel government should ban dividend",19-01-2022 19.55,
298,"Yes , Even if you buy Tomorrow youll be eligible for Dividend , because Ex-date is - 20th January and record date is 22 January. tomorrow is the last date to buy this stock in order to get Dividend",19-01-2022 19.50,
299,Buy HCL TECH now for the intraday target of 1220,19-01-2022 13.51,
300,its on double bottom formation and looks like good entry point now.,19-01-2022 13.41,
301,Inspite of good result with good profit from the result day till day the stock has crashed more than 15%. This is good time to enter this stock i feel.,19-01-2022 13.26,
302,check your buy price 1998 ?,19-01-2022 13.03,
303,"Remember corrections in market are temporary, growth is permanent use dips as buying opportunity for more info v.gd/GjmAyK",19-01-2022 12.55,
304,Unlikely scenario analysis developed strong analytical skills developed strong. How? ..........bnfs.at/891c,19-01-2022 12.15,
305,Fundamentally strong stock add at every dips for long term for more... bnfs.at/891c,19-01-2022 12.14,
306,Since 2012 www IntradayAFL com 1st time introduced simple technical charts with buy sell signals for Indian stock market. Now they are sending calls on Channel also.,19-01-2022 12.11,
307,The daily price action has formed a small bearish candle should consider Reliance cautiously to know exact target point for more info v.gd/GjmAyK,19-01-2022 11.57,
308,"Sell HCl for 1180 today, huge sell off coming in IT secotr today",19-01-2022 11.32,
309,operators play there role to breach 1200 mark and incashed all call writers worth . now people become hopeless and drama begins..,19-01-2022 9.57,
310,Buy HCL at current levels as it is in over sold territories and will bounce back to Rs.1335 from where it corrected. The correction in HCL Tech is over done.,19-01-2022 9.54,
311,Sell for today target 1180/1170.............,19-01-2022 9.43,
312,recommended to buy immediately....it will start going up anytime...,19-01-2022 9.28,
313,"I feel correction is done but not recommended to buy or sell , today if this will in green than 1250 to 1260 is possible before expiry.",19-01-2022 8.17,
314,"Hi rtehan, looking at the technical chart, HCl has support around 1190. If it breaches this then there is a possibility of 1145 in next few sessions. In addition, Option chain indicates resistance built up between 1210 and 1240 with no supp...&nbsp",19-01-2022 7.48,
315,"avoid short term, .. long term wait and hold..",19-01-2022 6.43,
316,today hcl tech react as same as yesterday effect.. even though market is green..... otherwise?,19-01-2022 6.42,
317,dont trap anyone buyers in hcl tech for this week ...... only shorters should intrest in hcl tech....,19-01-2022 6.37,
318,i in loss of 1lac. dont know where it will go today.,19-01-2022 5.31,
319,Fundamentally strong stock add at every dips for long term for more... Queen of future,18-01-2022 20.43,
320,"agreed , one agent is in this foram i am sure he is from hcl technologies management saa.la sab ko trap kar raha hai, bhagwan kare ye bhi kutte me janam le ",18-01-2022 20.39,
321,mine 1350 call jan ..I think it wil bounce back,18-01-2022 20.34,
322,Friends I have bought HCL 1260 Jan Call at Rs 12. Now it is at Rs 7. Any chance of recovery?,18-01-2022 20.32,
323,whatta crash Dow 500 points Tech sell off HCL may fall to 1100 after dividend credit date Save Capital Trust Me,18-01-2022 20.11,
324,when nifty 17400 .... NIFTY IT high........ now nifty is high (18113) .... but NIFTy IT is low ...... so coming days all IT stock will fly....... see the magic...,18-01-2022 20.10,
325,"Promoters are not fools to buy back from open market at 1280 levels few weeks back. They know the true value of the company. If u have money just buy for delivery and hold for 3 months, It will be trading above 1500, The valuation gap with ...&nbsp",18-01-2022 17.23,
326,When is the ex-date and record date of dividend?,18-01-2022 17.16,
327,"some stupids were saying this will be closed in green today, not sure what they are tring to achive..",18-01-2022 16.40,
328,Have an opinion on this news? Post your comment here.,18-01-2022 16.11,
329,isko to 1400 to 1450 ke range me Jana chahiye tha but bloody MC promoter ne kaand kar diya sa..la,18-01-2022 14.18,
330,it will reach to 1100.sell it and reenter at 1100.sure call. remember me,18-01-2022 14.16,
331,am confident it will be above 1300 by tomorrow maximum... better to buy today if you are planning to invest...,18-01-2022 14.11,
332,"when you buy with news, you will die with news... remember ..",18-01-2022 13.57,
333,How many millionaires do you know who have become wealthy by investing in savings accounts?,18-01-2022 13.56,
334,Intraday traders should go through historical data and research reports to gauge the demand for a particular stock.,18-01-2022 13.56,
335,"If you find that the demand is high, stock prices would be higher in most cases. This is when you can choose to refrain from buying that stock.",18-01-2022 13.56,
336,Sell for today target of 1225/1230......short term target 1200....,18-01-2022 13.53,
337,I think managing director is die due to this going down,18-01-2022 13.51,
338,again strong bullish rally started ..buy at every dip...,18-01-2022 13.48,
339,Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cos ..bnfs.at/891c,18-01-2022 10.35,
340,It should consolidate around 1200 level for a week before bouncing back... Good share for long term but may go down 5% more in near term,18-01-2022 10.30,
341,"long hcl tech put of 1200. we will see very soon 1200 level, its weak stock almost 90% chances of downtrend only no support",18-01-2022 10.19,
342,"Rs.10 dividend ka kya karna ?? jab 100 rs. down ho jaye , good result ka impact hai ",18-01-2022 10.17,
343,buy hcl tech 1241 target 1268 1394 1439 1600 1800 buy bindas very strong company so dont worry guys,18-01-2022 10.15,
344,operators playing with the stock. roll over position in case does not recover by tomorrow. should see 1280/1300 soon,18-01-2022 10.10,
345,"HCL has outperformed both Infy and TCS this time, the drop in profit was only due to tax offset from last year. Management itself has told its their best performance in past 12 years. What more do u need to buy this??",18-01-2022 10.09,
346,"Yes, very fishy, thats why they are able to give 10rs dividend every quarter, which other IT company does that??",18-01-2022 10.08,
347,"Yes I know the fundamentals and thats why i have accumulated huge quantities at average of 1000, even if market falls 20%, HCL can never go to 1000, that I am 1000% sure, ok. Shorters like you only think of short term, and ur comments deter...&nbsp",18-01-2022 10.06,
348,Management is very bad and I feel something fishy in side,18-01-2022 10.05,
349,HCL TECH BUY ON DIP AND KEEP TGT AROUND 1280 - 1300 - 1350,18-01-2022 9.38,
350,"today hcl tech outperform with all the index , it has badly hit yesterday with lot of exuberance selling and surely recover towards min 1300 levels.. hope trail stop loss of 1260 in cash",18-01-2022 9.21,
351,short hcl tech its minor positive only even after huge 6% down yesterday now 1300 huge resistance for it so bindaas short with sl-1300,18-01-2022 9.20,
352,buy buy today can have short covering tgt 1310 to 1320 above 1285,18-01-2022 9.08,
353,"over reacted!!!, but now seen buying opportunity, grab this opportunity and invest in very super IT stock ,HCL TECH sure par 1500 in near future .",18-01-2022 8.47,
354,"avoid short term, .. long term wait and hold....",18-01-2022 8.13,
355,mr sameer wait and hold.. if sustain this level. will go upwards coming days. may be next weet expect,18-01-2022 8.07,
356,"the stock was price in before result , isliye traders profit book kar rhe h , stock will move to high continue",18-01-2022 7.52,
357,HCL Tech is one share where every broker gives *outperform* rating but on ground level share performance is worst. Stuck up since 3 quarters to come out but every quarter it falls more after results.,18-01-2022 7.37,
358,it is shocking to see HCL Tech falling so much after the results. I think it will bounce back soon. I also saw a video on youtube that provides great insights on the company and this stock...you can also check out by searching investing jou...&nbsp,18-01-2022 0.25,
359,"yes.. you will be eligible. however, not sure if anyone should because of dividends",17-01-2022 18.21,
360,I bought today. will I get dividends announced?,17-01-2022 18.11,
361,"Just buy it and forget for 10 years, atleast 3X-5X.....",17-01-2022 17.57,
362,Have an opinion on this news? Post your comment here.,17-01-2022 16.51,
363,new hcl tech buyer wait for two days& then buy. already holder dont panic and hold it.... speedy recover very soon,17-01-2022 16.07,
364,brother I am holding 1350 call bought at 31..what to do?,17-01-2022 16.33,
365,speedy recovery is expected from these levels...buy for for huge profit.,17-01-2022 15.53,
366,Levels of 1287/1305 seen coming for the stock pretty soon.Above 1305 levels of 1327 and 1344 seen.Still 7 trading sessions remain in January expiry.,17-01-2022 15.52,
367,Have an opinion on this news? Post your comment here.,17-01-2022 15.50,
368,Have an opinion on this news? Post your comment here.,17-01-2022 15.49,
369,Have an opinion on this news? Post your comment here.,17-01-2022 14.58,
370,Investing is not an easy mind game ....it requires patience to feel the power of stock market..... Queen of future,17-01-2022 14.43,
371,Sell before its too late... this will move down to 1100-1140 by end of this week,17-01-2022 14.43,
372,Market always gives superb return to long term holders so fill ur portfolio with long term stocks.. Queen of future,17-01-2022 14.43,
373,Have an opinion on this news? Post your comment here.,17-01-2022 14.43,
374,"1100-1140 ,levels to enter ,it will not move in a hurry",17-01-2022 14.29,
375,next support 1290 .... ready for buying....,17-01-2022 14.19,
376,"next support to watch out around 1200, wont go Below dat",17-01-2022 14.17,
377,I also remained confused about when to buy and sell a stock. But the technical charts of www IntradayAFL com solved my problem.,17-01-2022 13.51,
378,"Told you guys on Saturday that results are not good and will fall after results, like last qtr. Exactly happened in same way. Buy at Rs. 1080/.",17-01-2022 13.31,
379,"dont suffer more losses, If you are interested in earning big from the market and recovery of your big losses together on profit sharing basis then wtzp 702.15.37.682",17-01-2022 12.33,
380,Friends if you are genuinely interested to work together and grow mutually then dont gamble anymore lets work to grow together on profit sharing basis Wtzp .70.215.37.682,17-01-2022 12.32,
381,Momentum in this script with good moving average keep in watch list for more info v.gd/GjmAyK,17-01-2022 12.26,
382,"Net Sales at Rs 22,331.00 crore in December 2021 up 15.69% from Rs. 19,302.00 crore in December 2020. Quarterly Net Profit at Rs. 3,442.00 crore in December 2021 down 13.28% from Rs. 3,969.00 crore in December 2020. EBITDA stands at Rs. 5,6...&nbsp",17-01-2022 12.16,
383,Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cos........... bnfs.at/891c,17-01-2022 12.12,
384,Soon HCL tech will fall below 1000.. Keep on book profit. Never miss it.,17-01-2022 12.12,
385,Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available............ bnfs.at/891c,17-01-2022 12.12,
386,I well informed on Friday to book profits and see now down by ner to 6% and i suggested to add repco home which ready for big move. If remembered i suggested to add hcl at 899 and book full profits in past above 1250 and again book profits ...&nbsp,17-01-2022 10.36,
387,Huge upside potential. Good fundamentals and is currently trading at more than reasonable PRICE. TO GET INSIGHT ON SHORT TERM for more info v.gd/GjmAyK,17-01-2022 12.06,
388,"in month time, it moved from 1160 to 1350 , so correction is likely due to margin pressure and q&q weak performance,, better to wait for tomorrow to add new position at between 1200-1230.",17-01-2022 11.58,
389,"Believe only on technical charts, not to call providers blindly. Install buy sell chart system from www IntradayAFL com",17-01-2022 11.09,
390,I was loosing money in stock market trading for last 6 years. Then I found an interesting site www IntradayAFL com I started following their Buy Sell Charts and now making money everyday.,17-01-2022 11.09,
391,see Wipro....HCl will also soon be in green...buy immediately..,17-01-2022 11.09,
392,IT se kuch din dur hi rho guys. for investors you should hold. new investors dont jump.,17-01-2022 11.06,
393,Wipro has taken U turn....now its turn of HCL to take U turn.... enjoy the ride....,17-01-2022 11.06,
394,Long term investor exit today from HCL Tech. Avoid fresh entry.,17-01-2022 11.05,
395,"Good move in IT pack, HCL shall surely recover and we shall see 1300 today only",17-01-2022 11.00,
396,HCL tech is fundamentally strong stock but is underperforming the bourses.,17-01-2022 10.54,
397,Best to switch to HDFC Bank which has delivered fat stronger results than all IT majors,17-01-2022 10.53,
398,Just buy for delivery and hold. It will definitely cross 1500 this month itself,17-01-2022 10.53,
399,SELL HCL TECH WILL FALL TARGET 1251,17-01-2022 10.15,
400,shall I buy at current price to average my price ? I buy in morning at 1340 but now too down. now I see more buyer in NSE then seller now....Will it close in positive or cover losses of morning ??? please suggest me ...orbit will go further...&nbsp,17-01-2022 10.14,
401,"once nifty crosses 18300 for 15 min , it would be great short covering rally in nifty components like hc, hdfc bank and long in the other counter with great results anticipation , budget etc.., hcl will achieve 1300 rs target easily by expi...&nbsp",17-01-2022 10.13,
402,maine iske share nahi liye hai but ye batane aaya hu ki ye upar jayega kyuki result acha hai kuch bhi bura nahi hai so keep hold aur buy krna chaho to kr sakte panic mat kro,17-01-2022 10.10,
403,Have an opinion on this news? Post your comment here.,17-01-2022 10.10,
404,Have an opinion on this news? Post your comment here.,17-01-2022 10.06,
405,"Right time to buy HCL, we shall see 1300 today easily",17-01-2022 10.02,
406,if any thing in this market looks finite then it will prove it wrong. people thought that 1280 will be good for hcl tech as company has bought on that price. now see today. long term you can hold this stock its good company,17-01-2022 10.01,
407,HCL Tech is in over sold territories and will bounce bak so buy this dip for a target of Rs.1500. Q3 results were the best but margins were a bit down and this selling is not justifiable so buy HCL Tech is this dip.,17-01-2022 9.59,
408,"The reported profit was lower as the year-ago quarter had the benefit of a lower tax rate. Nothing wrong with the results, unnecesarry over reaction. Cheapest Large Cap IT stock.",17-01-2022 9.56,
409,Have an opinion on this news? Post your comment here.,17-01-2022 9.29,
410,ha ha ha whats happening in hcl tech it should be move minimum 5% positive but its down 5-6 % nothing negative even best since last 10 years . stock should react may be later or comming days,17-01-2022 9.28,
411,hcl tech target reached 1250,17-01-2022 9.27,
412,Why is HCL Tech falling? Is there any unknown info that I am missing?,17-01-2022 9.27,
413,exited the stock at high. but searching for world investor guy who kept on shouting it will reach 1800 after results where are ubdear,17-01-2022 9.26,
414,see example of tcs after results it was down now see its levels continuous rise,17-01-2022 9.21,
415,SHOULD MAKE A BUY CALL IN HCLTECH FOR GOOD RETURN KEEP TGT 1345 - 1360 - 1400,17-01-2022 9.19,
416,SHOULD MAKE A BUY CALL IN HCLTECH FOR GOOD RETURN KEEP TGT 1345 - 1360 - 1400,17-01-2022 9.18,
417,results itna bhi kharab nhi hai.. ll recover by evening...,17-01-2022 9.17,
418,Dont sell a single piece. Result will take it to 1600. Hold .,17-01-2022 9.12,
419,"bossvel puri raat soya nahi hoga, bachchu aaj to HCL bhagega",17-01-2022 7.34,
420,Ready for next week with previous holdings its ready for break again with more profit.,17-01-2022 7.23,
421,Huge correction done in good fundamentally strong stocks buy in every dips for investment for more info v.gd/GjmAyK,17-01-2022 7.17,
422,today hcl tech react as same as wipro result effect..,17-01-2022 6.54,
423,"HCL Technologies (HCL) has signed a definitive agreement for the acquisition of Starschema, a leading provider of data engineering services, based in Budapest, Hungary. The strategic acquisition will bolster HCL s capability in digital engi...&nbsp",17-01-2022 5.58,
424,positive moment expected on monday,16-01-2022 22.14,
425,"The company reported a profit of Rs 3,442 crore for the December quarter, up 5.4 percent from the previous quarter. The IT firms revenue came at Rs 22,331 crore, up 8.1 percent QoQ. The company also acquired Starschema, a leading provider o...&nbsp",16-01-2022 21.10,
426,"HCL Tech, which reported its Q3FY22 earnings today saw a 6.7 percent dollar revenue growth, the fastest pace of growth among Indias top IT companies..... Growing with fastest space.",16-01-2022 20.32,
427,All shorter will cry hard tomorrow gap up opening .,16-01-2022 19.31,
428,tomorrow hcl tech will give breakout of inverted head and shoulder pattern for a target of 1600 within next three months. those who have shorted feeling sorry for them. by giving negative comments nobody is going to sell. those who were dou...&nbsp,16-01-2022 19.30,
429,stock would run up to 1380/1400 tomorrow where profit booking may take place. stock may settle at 1355/65 levels. good results.,16-01-2022 12.56,
430,Divergent views are taken on HCL Tech stock performance tomorrow. But what I understand that the market may take it positive in view of its great q to q performance vis-a-vis its peers.,16-01-2022 12.19,
431,Tommorow will be down by 5 percent atleast before recovering,16-01-2022 11.43,
432,Need to wait till next Q results. After that itll go for 1700 plus But need to wait 3 more months,16-01-2022 9.04,
433,sell hcl tech cmp rs target 1150 for result impact same as wipro .mindtree for coming days,16-01-2022 6.59,
434,Hcl post higest cc groth at 7.6% which is higest in last 46 qrtr. Market except near 4% but post high thumbs up for mondsy.,16-01-2022 7.39,
435,Buy recommendation HCL TECH - Target 1360-1400-1450-1600.,16-01-2022 0.44,
436,Good Results posted by HCL. Also declared an interim dividend of Rs. 10/- per share. Record date 22-Jan. Already suggested to buy HCL on 4-Jan for a target of 1430 and then 1540.,16-01-2022 0.23,
437,"In the fiscal year 2021, the company derived major percent of its revenue from operations from core geographies",15-01-2022 22.26,
438,HDFC Securities maintain buy rating after result and give a target of 1485.,15-01-2022 20.22,
439,"In my view, to be at par with sector PE it should each 2000 within a month. There is no reason for it to lag behind.",15-01-2022 10.36,
440,Monday Belongs to all IT Stocks. All are running. Top 5 IT firms ( Except Wipro) Touch 52 week high on monday.,15-01-2022 10.06,
441,Kya knowledge hai jo acha result diya wo hi girega aur baki sab bhegega jo result ke baadh gira hai wo Sab result se paila bhaga hua hai isliye profit booking hua hai hcltech nahi bhaga hai ithna jithna tcs Infy bhaga tha samje isliye minim...&nbsp,15-01-2022 9.47,
442,Personally i feel HCL deserves to trade at 1900 levels to atleast the narrow the valution gap with Infy and TCS. But for some reason operators are hell bend on taking this down unnecessarily. Any investor here should just stay put and do no...&nbsp,15-01-2022 9.41,
443,flat result .May down 8%. Tech Stocks delivered good dividents. but after dividend again fall.,15-01-2022 9.35,
444,"Monday...TCS, Mindtre and Techmahindra will lead and HCL with very good eprformance may reverse trend of falling after results and follw the Techmahindra...It may close 5 percent above",15-01-2022 8.33,
445,This stock needs far better valuations. Superb results. Minimum it should quote above 1600.,14-01-2022 22.52,
446,"WHAT A MODERATING WHEN YOU REMOVE NUMBERS FRON A POST AND MAKE POST USELESS,AND ALLOW HIS FELLOW BEING DALALS TO WRITE ALL TARGETS NUMBERS",15-01-2022 5.48,
447,"10rs Dividend has been declared in the meeting, Ex dividend dateJan 22nd.",15-01-2022 5.25,
448,Hcl tech has reduced debt.this company one of the good fundamental stock in it sector & techinaclly also keep hold..,14-01-2022 23.25,
449,"TODAYbought 2100IN DIDNT DARE KEEP FOR RESULTS,IT PROVED WISE DECISION (FOR DAY TRADER.)",14-01-2022 21.31,
450,"Reality ? Loss making stocks go up & stock that post good results go down. The market prices,the future, .",14-01-2022 21.26,
451,By todays recovery all IT stocks wil rise on Monday...HCl Tech also will rise along as results also good..Mindtree will be leader on Monday..followed by TCS,14-01-2022 21.26,
452,I think we will see more likely Infy kind of reaction....,14-01-2022 21.25,
453,HCLTECH likely to see WIPRO like reaction on Monday... May see 8-10% correction to see 1200 levels.... Shorters will see happy day on Monday!,14-01-2022 21.21,
454,"tks vicky, wish your expectations come true.. I will also be benefitted... let us see next week...",14-01-2022 21.16,
455,"We have delivered all round stellar performance this quarter with a revenue growth of 7.6% in constant currency QoQ, the highest recorded in the last 46 quarters , said C Vijayakumar, Chief Executive Officer & Managing Director.",14-01-2022 20.50,
456,Haaa haaaa haaaaa.. How come it muted result? Look at sales. Its increasing both yearly and quarterly basis. And both sales and Profit are above expectations. So better you close your eyes. HCL tech only underperforming stock in IT Industry...&nbsp,14-01-2022 20.15,
457,constant currency growth jumped to 7.6 % which is superb. so definitely rerating will be there from foreign brokerages. so bye for 1500 on card,14-01-2022 20.08,
458,Should I sell my CE in the opening monday?,14-01-2022 19.56,
459,"Some Unauthorized News is coming from another forums, check now... Queen of future",14-01-2022 18.57,
460,"results in line with street expectations. any dip will be a buying opportunity for ""Buy and Hold for 10 years"" investors.",14-01-2022 18.54,
461,"my friend, long term investors value 10/- interim dividend too. HCL Tech is a great portfolio stock for holding permanently.",14-01-2022 18.52,
462,Very good results and this stock should go minimum 3 to 4% gapup opening on Monday.,14-01-2022 18.50,
463,"I dont know why some of our friends write about dividend here. Rs 10 dividend for the stock worth Rs 1300 is peanuts. If we are interested in dividend , we should consider buying REC, PFC or SJVN. One can get almost 10% dividend yield there...&nbsp",14-01-2022 18.49,
464,superb results.. if market supports should cross 1400 on Monday.. fingers crossed,14-01-2022 18.45,
465,"Interim Dividend of Rs,10 per share....... Result announced",14-01-2022 18.41,
466,Have an opinion on this news? Post your comment here.,14-01-2022 18.37,
467,Good results. In line with expectations. The consolidated yearly EPS is expected to be INR 50. with this EPS and dividend yield Share price can cross INR 1500 in 3 months. The current quarter dividend is INR 10 per share.,14-01-2022 18.35,
468,"The Board of Directors has declared an Interim Dividend of Rs. 10/- per equity share of Rs.2/- each of the Company for the Financial Year 2021-22. The Record date of January 22, 2022 fixed for the payment of the aforesaid interim dividend h...&nbsp",14-01-2022 18.33,
469,where u saw fall in infosys after result ? kuch bhi post maar do,14-01-2022 16.44,
470,Fundamentally strong stock add at every dips for long term for more... Queen of future,14-01-2022 16.24,
471,Market always gives superb return to long term holders so fill ur portfolio with long term stocks.. Queen of future,14-01-2022 16.13,
472,Investing is not an easy mind game ....it requires patience to feel the power of stock market..... Queen of future,14-01-2022 16.12,
473,"This week even after superb results, Infosys, TCS and Mindtree saw good amount of fall in their next session. So if the trend has to be observed in HCL then there might be some fall on Monday. At the same go, if there is an attractive divid...&nbsp",14-01-2022 15.55,
474,"""HCL Technologies is likely to report a YoY double-digit fall in December quarter profit despite a double-digit rise in sales. Analysts expect a sharp fall in Ebitda margins although, they said, the IT major will likely maintain its revenue...&nbsp",14-01-2022 15.53,
475,Buy HCL Tech today as on Monday 17th Jan 2022 HCL Tech will zoom and cross Rs.1377 and head to Rs.1500 as Q3 results will beat street estimates.,14-01-2022 15.04,
476,if results positive we will see minimum 1500 levels keep in mind my words. It may be dark horse this time,14-01-2022 15.01,
477,"hcl tech results after market its almost avoidable stock compare to midcap or infosys and tcbut i predict positive results, may be upper circuit on monday if it happen",14-01-2022 14.57,
478,Last opportunity to by HCL Tech as it will zoom on Monday 17th as Q3 results today will beat street estimates and also enjoy the interim dividend buy HCL Tech.,14-01-2022 14.50,
